geometry,addr:city,addr:postcode,addr:street,amenity,name,access:covid19,addr:village,brand,brand:wikidata,brand:wikipedia,delivery:covid19,healthcare,shop,takeaway:covid19,addr:housename,branch,opening_hours,smoking,smoking:outdoors,brand:facebook,brand:website,old_name,operator,addr:housenumber,alt_name,internet_access,phone,start_date,website,denomination,religion,level,operator:type,phone:alternate,name:tl,laundry_service,self_service,opening_hours:covid19,ref:vatin,ref,taxi_vehicle,cuisine,delivery,access,shelter_type,capacity,fee,parking,surface,air_conditioning,check_date,name:ar,name:en,name:es,name:ko,name:ru,payment:cash,payment:gcash,payment:maya,ref:branch,takeaway,takeout,cash_in,currency:PHP,currency:others,drive_through,network,name:abbr,source,backrest,microbrewery,outdoor_seating,wheelchair,material,female,male,gambling,natural,office,room,public_transport,cash_out,cheque_in,language:en,language:others,location,network:wikidata,facebook,frequency,on_air:frequency,operator:wikidata,studio,wikidata,wikipedia,second_hand,osm_id,timestamp,type,official_name,addr:province,addr:room,addr:door,atm,name:zh,addr:street:corner,toilets,service:bicycle:fixie,bicycle_parking,delivery:partner,payment:alipay,payment:grabpay,payment:mastercard,payment:mastercard_debit,payment:visa,payment:visa_debit,payment:wechat,organic,addr:quarter,service:bicycle:repair,service:bicycle:retail,closed,addr:full,not:operator:wikidata,service,addr:barangay,addr:town,building,landuse,emergency,fuel:diesel,fuel:e10,fuel:octane_91,fuel:octane_95,addr:place,building:levels,note:es,contact:mobile,email,changing_table,toilets:disposal,government,loc_name,short_name,addr:unit,abbr_name,description,clothes,seats,contact:phone,indoor,social_facility,social_facility:for,contact:email,dispensing,police,food,trade,contact:facebook,lgbtq,addr:floor,payment:pluxee,fax,internet_access:fee,internet_access:ssid,fast_food,unisex,computer:repair,mobile_phone:repair,healthcare:speciality,repair,covered,operator:en,operator:short,operator:tl,vending,diet:meat,bus,addr:district,mobile,place,note,roof:colour,building:material,building:underground,roof:material,roof:shape,theatre:type,townhall:type,tourism,leisure,wikimedia_commons,height,man_made,tower:type,isced:level,addr:neighbourhood,population:pupils:2012,population:pupils:2015,source:date,residential,layer,duplicate,previously,disused:amenity,device_charging,device_charging:capacity,device_charging:fee,postal_code,ref:doh,nohousenumber,sport,capacity:disabled,barrier,grades,name:etymology,name:etymology:wikidata,old_name:1904-09-26--2016-09-12,old_name:etymology,monitoring:weather,building:use,reservation,old_addr:housenumber,ele,payment:credit_cards,service:vehicle:sale,name:description,addr:hamlet,addr:state,building:levels:underground,not:brand:wikidata,hazard,crop,building:min_level,fuel:octane_100,wikipedia:en,roof:levels,roof:orientation,building:repair,place_of_worship,abandoned:amenity,supervised,end_date,addr:old,house,addr:municipality,education,old_name:en,old_name:tl,brand:instagram,brand:twitter,fuel:octane_97,smoothness,motorcycle:repair,motorcycle:sales,club,information,diet:vegan,addr:country,drinking_water,fountain,building:height,construction,disused:building,building:flats,produce,area,aquaculture,water,fuel:octane_93,vehicle,bench,lit,diet:beef,payment:e-load,beauty,communication:mobile_phone,tower:construction,trees,power,substation,voltage,denomination:wikidata,place:PH,centroid,x,y
"POLYGON ((121.2435591 14.1755325, 121.2436094 14.175556, 121.2436298 14.1755148, 121.2435795 14.1754914, 121.2435591 14.1755325))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24359445691309 14.175523681602618),121.24359445691309,14.175523681602618
"POLYGON ((121.243412 14.1755884, 121.2434527 14.1754997, 121.2433415 14.1754517, 121.2433341 14.1754677, 121.2433953 14.1754941, 121.243362 14.1755668, 121.243412 14.1755884))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24340029415309 14.175522328693695),121.24340029415309,14.175522328693695
"POLYGON ((121.2432819 14.1755542, 121.2433496 14.1755853, 121.2433918 14.1754988, 121.2433241 14.1754677, 121.2432819 14.1755542))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24333684999999 14.1755265),121.24333684999999,14.1755265
"POLYGON ((121.2434831 14.175627, 121.2435937 14.1756785, 121.2436414 14.1755822, 121.2435307 14.1755307, 121.2434831 14.175627))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24356223153923 14.175604595790963),121.24356223153923,14.175604595790963
"POLYGON ((121.243412 14.1755935, 121.2434772 14.1756239, 121.2435227 14.1755318, 121.2434575 14.1755015, 121.243412 14.1755935))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24346735246165 14.175562681961312),121.24346735246165,14.175562681961312
"POLYGON ((121.2431062 14.1754466, 121.2432316 14.1754824, 121.2432519 14.1754154, 121.2431265 14.1753797, 121.2431062 14.1754466))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24317906399027 14.175431030337474),121.24317906399027,14.175431030337474
"POLYGON ((121.2432314 14.1757465, 121.243319 14.1757851, 121.2433552 14.1757079, 121.2432676 14.1756693, 121.2432314 14.1757465))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24329330000002 14.1757272),121.24329330000002,14.1757272
"POLYGON ((121.2432229 14.1756332, 121.2436425 14.1758264, 121.2436746 14.175761, 121.243255 14.1755677, 121.2432229 14.1756332))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24344870667414 14.175697054408433),121.24344870667414,14.175697054408433
"POLYGON ((121.2430257 14.1757691, 121.2431799 14.1758348, 121.2432088 14.175771, 121.2430546 14.1757053, 121.2430257 14.1757691))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24311725000001 14.175770049999999),121.24311725000001,14.175770049999999
"POLYGON ((121.2433875 14.1758045, 121.2436134 14.1759052, 121.2436467 14.1758351, 121.2434208 14.1757343, 121.2433875 14.1758045))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24351707833462 14.17581976410895),121.24351707833462,14.17581976410895
"POLYGON ((121.2435293 14.1759773, 121.2435789 14.1759994, 121.2436169 14.1759193, 121.2435673 14.1758972, 121.2435293 14.1759773))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24357310000002 14.1759483),121.24357310000002,14.1759483
"POLYGON ((121.2434723 14.1759518, 121.2435276 14.1759764, 121.2435655 14.1758965, 121.2435103 14.1758718, 121.2434723 14.1759518))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2435189156459 14.175924127161467),121.2435189156459,14.175924127161467
"POLYGON ((121.2433489 14.1758848, 121.2434609 14.1759348, 121.2434951 14.1758627, 121.2433832 14.1758127, 121.2433489 14.1758848))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24342201812922 14.175873752298296),121.24342201812922,14.175873752298296
"POLYGON ((121.243198 14.17599, 121.2433543 14.1760597, 121.2434138 14.1759344, 121.2433022 14.1758846, 121.2432672 14.1759583, 121.2432225 14.1759383, 121.243198 14.17599))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24331468986576 14.17597243500545),121.24331468986576,14.17597243500545
"POLYGON ((121.2421255 14.1763496, 121.242205 14.1763782, 121.2422231 14.1763309, 121.2421437 14.1763023, 121.2421255 14.1763496))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2421743189001 14.17634025276538),121.2421743189001,14.17634025276538
"POLYGON ((121.2421212 14.1763594, 121.242105 14.1764039, 121.2421868 14.1764318, 121.242203 14.1763873, 121.2421212 14.1763594))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24215399999999 14.1763956),121.24215399999999,14.1763956
"POLYGON ((121.2418637 14.1760194, 121.241929 14.1760448, 121.2419779 14.1759264, 121.2419126 14.175901, 121.2418637 14.1760194))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24192079999999 14.175972900000003),121.24192079999999,14.175972900000003
"POLYGON ((121.2416477 14.1759849, 121.2417604 14.1760356, 121.2417917 14.1759703, 121.241679 14.1759196, 121.2416477 14.1759849))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24171970000002 14.1759776),121.24171970000002,14.1759776
"POLYGON ((121.241874 14.1761159, 121.2419149 14.1761322, 121.2419383 14.1760773, 121.2418974 14.176061, 121.241874 14.1761159))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24190615 14.176096600000001),121.24190615,14.176096600000001
"POLYGON ((121.2420668 14.1762695, 121.2421182 14.1761481, 121.2419412 14.1760777, 121.2419227 14.1761214, 121.2420449 14.17617, 121.242012 14.1762477, 121.2420668 14.1762695))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24203301853231 14.17616492925911),121.24203301853231,14.17616492925911
"POLYGON ((121.2419629 14.1762173, 121.2420125 14.1762361, 121.2420356 14.1761785, 121.241986 14.1761598, 121.2419629 14.1762173))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24199925488335 14.176197930727078),121.24199925488335,14.176197930727078
"POLYGON ((121.2409987 14.1765785, 121.2410622 14.1764282, 121.2409683 14.1763909, 121.2409048 14.1765412, 121.2409987 14.1765785))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2409835 14.176484700000001),121.2409835,14.176484700000001
"POLYGON ((121.240832 14.1770459, 121.2408813 14.1770681, 121.2409033 14.1770222, 121.240854 14.177, 121.240832 14.1770459))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24086764999998 14.17703405),121.24086764999998,14.17703405
"POLYGON ((121.24094 14.1770849, 121.240998 14.1769639, 121.240897 14.1769184, 121.2408582 14.1769993, 121.2409061 14.1770209, 121.2408869 14.177061, 121.24094 14.1770849))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24092705877997 14.176996339960768),121.24092705877997,14.176996339960768
"POLYGON ((121.2404887 14.1769262, 121.2405918 14.1769758, 121.2406256 14.1769105, 121.2405225 14.1768609, 121.2404887 14.1769262))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24055715000001 14.176918350000003),121.24055715000001,14.176918350000003
"POLYGON ((121.2404758 14.1769745, 121.2405663 14.1770184, 121.2405836 14.1769819, 121.2404931 14.176938, 121.2404758 14.1769745))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24052969999998 14.1769782),121.24052969999998,14.1769782
"POLYGON ((121.2404451 14.177034, 121.2405358 14.1770783, 121.2405656 14.1770218, 121.2404749 14.1769775, 121.2404451 14.177034))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24050535 14.1770279),121.24050535,14.1770279
"POLYGON ((121.2402378 14.1770005, 121.2403003 14.1770325, 121.2403672 14.1769095, 121.2403047 14.1768775, 121.2402378 14.1770005))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24030249999998 14.176955000000001),121.24030249999998,14.176955000000001
"POLYGON ((121.240289 14.1771152, 121.2403667 14.177155, 121.2404086 14.1770769, 121.2403309 14.1770372, 121.240289 14.1771152))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24034880461585 14.177096081855176),121.24034880461585,14.177096081855176
"POLYGON ((121.2402481 14.1772104, 121.2402864 14.1772299, 121.2402996 14.1772056, 121.2403721 14.1772427, 121.2404047 14.1771828, 121.2402939 14.1771262, 121.2402481 14.1772104))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24032574272168 14.177187335442031),121.24032574272168,14.177187335442031
"POLYGON ((121.2404233 14.1772709, 121.2404917 14.1773, 121.2405253 14.1772258, 121.2404568 14.1771968, 121.2404233 14.1772709))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.24047428606853 14.177248374754674),121.24047428606853,14.177248374754674
